Site,Date,Flow
Richland Creek,2011-10-26,6.4
Richland Creek,2011-10-27,9.5
Richland Creek,2011-10-28,12
Richland Creek,2011-10-29,12
Richland Creek,2011-10-30,12
Richland Creek,2011-10-31,11
Richland Creek,2011-11-01,11
Richland Creek,2011-11-02,9.9
Richland Creek,2011-11-03,14
Richland Creek,2011-11-04,16
Richland Creek,2011-11-05,16
Richland Creek,2011-11-06,15
Richland Creek,2011-11-07,300
Richland Creek,2011-11-08,1640
Richland Creek,2011-11-09,699
Richland Creek,2011-11-10,317
Richland Creek,2011-11-11,201
Richland Creek,2011-11-12,131
Richland Creek,2011-11-13,96
Richland Creek,2011-11-14,81
Richland Creek,2011-11-15,77
Richland Creek,2011-11-16,87
Richland Creek,2011-11-17,91
Richland Creek,2011-11-18,71
Richland Creek,2011-11-19,60
Richland Creek,2011-11-20,62
Richland Creek,2011-11-21,129
Richland Creek,2011-11-22,1100
Richland Creek,2011-11-23,422
Richland Creek,2011-11-24,302
Richland Creek,2011-11-25,201
Richland Creek,2011-11-26,142
Richland Creek,2011-11-27,189
Richland Creek,2011-11-28,141
Richland Creek,2011-11-29,108
Richland Creek,2011-11-30,90
Richland Creek,2011-12-01,73
Richland Creek,2011-12-02,63
Richland Creek,2011-12-03,52
Richland Creek,2011-12-04,498
Richland Creek,2011-12-05,447
Richland Creek,2011-12-06,321
Richland Creek,2011-12-07,239
Richland Creek,2011-12-08,177
Richland Creek,2011-12-09,139
Richland Creek,2011-12-10,114
Richland Creek,2011-12-11,95
Richland Creek,2011-12-12,83
Richland Creek,2011-12-13,80
Richland Creek,2011-12-14,146
Richland Creek,2011-12-15,760
Richland Creek,2011-12-16,402
Richland Creek,2011-12-17,313
Richland Creek,2011-12-18,247
Richland Creek,2011-12-19,195
Richland Creek,2011-12-20,390
Richland Creek,2011-12-21,317
Richland Creek,2011-12-22,243
Richland Creek,2011-12-23,185
Richland Creek,2011-12-24,149
Richland Creek,2011-12-25,127
Richland Creek,2011-12-26,113
Richland Creek,2011-12-27,113
Richland Creek,2011-12-28,109
Richland Creek,2011-12-29,93
Richland Creek,2011-12-30,81
Richland Creek,2011-12-31,73
Richland Creek,2012-01-01,60
Richland Creek,2012-01-02,55
Richland Creek,2012-01-03,50
Richland Creek,2012-01-04,45
Richland Creek,2012-01-05,42
Richland Creek,2012-01-06,40
Richland Creek,2012-01-07,37
Richland Creek,2012-01-08,36
Richland Creek,2012-01-09,33
Richland Creek,2012-01-10,34
Richland Creek,2012-01-11,146
Richland Creek,2012-01-12,146
Richland Creek,2012-01-13,103
Richland Creek,2012-01-14,81
Richland Creek,2012-01-15,75
Richland Creek,2012-01-16,65
Richland Creek,2012-01-17,57
Richland Creek,2012-01-18,54
Richland Creek,2012-01-19,49
Richland Creek,2012-01-20,46
Richland Creek,2012-01-21,42
Richland Creek,2012-01-22,42
Richland Creek,2012-01-23,38
Richland Creek,2012-01-24,34
Richland Creek,2012-01-25,987
Richland Creek,2012-01-26,698
Richland Creek,2012-01-27,468
Richland Creek,2012-01-28,375
Richland Creek,2012-01-29,321
Richland Creek,2012-01-30,278
Richland Creek,2012-01-31,234
Richland Creek,2012-02-01,201
Richland Creek,2012-02-02,174
Richland Creek,2012-02-03,156
Richland Creek,2012-02-04,700
Richland Creek,2012-02-05,420
Richland Creek,2012-02-06,347
Richland Creek,2012-02-07,304
Richland Creek,2012-02-08,259
Richland Creek,2012-02-09,221
Richland Creek,2012-02-10,197
Richland Creek,2012-02-11,171
Richland Creek,2012-02-12,150
Richland Creek,2012-02-13,140
Richland Creek,2012-02-14,137
Richland Creek,2012-02-15,237
Richland Creek,2012-02-16,278
Richland Creek,2012-02-17,203
Richland Creek,2012-02-18,168
Richland Creek,2012-02-19,149
Richland Creek,2012-02-20,137
Richland Creek,2012-02-21,137
Richland Creek,2012-02-22,132
Richland Creek,2012-02-23,123
Richland Creek,2012-02-24,105
Richland Creek,2012-02-25,92
Richland Creek,2012-02-26,83
Richland Creek,2012-02-27,77
Richland Creek,2012-02-28,74
Richland Creek,2012-02-29,87
Richland Creek,2012-03-01,95
Richland Creek,2012-03-02,79
Richland Creek,2012-03-03,74
Richland Creek,2012-03-04,66
Richland Creek,2012-03-05,59
Richland Creek,2012-03-06,57
Richland Creek,2012-03-07,51
Richland Creek,2012-03-08,53
Richland Creek,2012-03-09,91
Richland Creek,2012-03-10,97
Richland Creek,2012-03-11,91
Richland Creek,2012-03-12,357
Richland Creek,2012-03-13,253
Richland Creek,2012-03-14,190
Richland Creek,2012-03-15,157
Richland Creek,2012-03-16,134
Richland Creek,2012-03-17,116
Richland Creek,2012-03-18,99
Richland Creek,2012-03-19,91
Richland Creek,2012-03-20,2520
Richland Creek,2012-03-21,3200
Richland Creek,2012-03-22,1550
Richland Creek,2012-03-23,735
Richland Creek,2012-03-24,357
Richland Creek,2012-03-25,146
Richland Creek,2012-03-26,110
Richland Creek,2012-03-27,91
Richland Creek,2012-03-28,84
Richland Creek,2012-03-29,88
Richland Creek,2012-03-30,88
Richland Creek,2012-03-31,93
Richland Creek,2012-04-01,91
Richland Creek,2012-04-02,88
Richland Creek,2012-04-03,83
Richland Creek,2012-04-04,82
Richland Creek,2012-04-05,82
Richland Creek,2012-04-06,74
Richland Creek,2012-04-07,70
Richland Creek,2012-04-08,66
Richland Creek,2012-04-09,62
Richland Creek,2012-04-10,58
Richland Creek,2012-04-11,54
Richland Creek,2012-04-12,50
Richland Creek,2012-04-13,45
Richland Creek,2012-04-14,35
Richland Creek,2012-04-15,36
Richland Creek,2012-04-16,45
Richland Creek,2012-04-17,56
Richland Creek,2012-04-18,51
Richland Creek,2012-04-19,42
Richland Creek,2012-04-20,39
Richland Creek,2012-04-21,37
Richland Creek,2012-04-22,32
Richland Creek,2012-04-23,32
Richland Creek,2012-04-24,29
Richland Creek,2012-04-25,26
Richland Creek,2012-04-26,26
Richland Creek,2012-04-27,21
Richland Creek,2012-04-28,21
Richland Creek,2012-04-29,18
Richland Creek,2012-04-30,20
Richland Creek,2012-05-01,17
Richland Creek,2012-05-02,15
Richland Creek,2012-05-03,15
Richland Creek,2012-05-04,15
Richland Creek,2012-05-05,15
Richland Creek,2012-05-06,13
Richland Creek,2012-05-07,14
Richland Creek,2012-05-08,13
Richland Creek,2012-05-09,13
Richland Creek,2012-05-10,12
Richland Creek,2012-05-11,11
Richland Creek,2012-05-12,11
Richland Creek,2012-05-13,9.8
Richland Creek,2012-05-14,9
Richland Creek,2012-05-15,8.4
Richland Creek,2012-05-16,7.9
Richland Creek,2012-05-17,7.5
Richland Creek,2012-05-18,6
Richland Creek,2012-05-19,5
Richland Creek,2012-05-20,6.1
Richland Creek,2012-05-21,5.7
Richland Creek,2012-05-22,5.4
Richland Creek,2012-05-23,3.9
Richland Creek,2012-05-24,3.2
Richland Creek,2012-05-25,3.5
Richland Creek,2012-05-26,3.4
Richland Creek,2012-05-27,2.9
Richland Creek,2012-05-28,2.9
Richland Creek,2012-05-29,3.6
Richland Creek,2012-05-30,3.4
Richland Creek,2012-05-31,3.3
Richland Creek,2012-06-01,3.3
Richland Creek,2012-06-02,3.3
Richland Creek,2012-06-03,6.4
Richland Creek,2012-06-04,6.9
Richland Creek,2012-06-05,7.1
Richland Creek,2012-06-06,5.3
Richland Creek,2012-06-07,4.4
Richland Creek,2012-06-08,3.9
Richland Creek,2012-06-09,3.7
Richland Creek,2012-06-10,3
Richland Creek,2012-06-11,2.9
Richland Creek,2012-06-12,3.1
Richland Creek,2012-06-13,3
Richland Creek,2012-06-14,2.8
Richland Creek,2012-06-15,2.4
Richland Creek,2012-06-16,2.5
Richland Creek,2012-06-17,1.9
Richland Creek,2012-06-18,1.7
Richland Creek,2012-06-19,1.2
Richland Creek,2012-06-20,1.3
Richland Creek,2012-06-21,1.8
Richland Creek,2012-06-22,2
Richland Creek,2012-06-23,1.8
Richland Creek,2012-06-24,1.5
Richland Creek,2012-06-25,1.3
Richland Creek,2012-06-26,0.96
Richland Creek,2012-06-27,0.83
Richland Creek,2012-06-28,0.81
Richland Creek,2012-06-29,0.71
Richland Creek,2012-06-30,0.64
Richland Creek,2012-07-01,0.61
Richland Creek,2012-07-02,0.58
Richland Creek,2012-07-03,0.58
Richland Creek,2012-07-04,0.56
Richland Creek,2012-07-05,0.45
Richland Creek,2012-07-06,0.46
Richland Creek,2012-07-07,1.1
Richland Creek,2012-07-08,1.4
Richland Creek,2012-07-09,0.8
Richland Creek,2012-07-10,0.74
Richland Creek,2012-07-11,0.58
Richland Creek,2012-07-12,0.59
Richland Creek,2012-07-13,0.66
Richland Creek,2012-07-14,0.69
Richland Creek,2012-07-15,0.6
Richland Creek,2012-07-16,0.56
Richland Creek,2012-07-17,0.42
Richland Creek,2012-07-18,0.34
Richland Creek,2012-07-19,0.3
Richland Creek,2012-07-20,0.27
Richland Creek,2012-07-21,0.18
Richland Creek,2012-07-22,0.16
Richland Creek,2012-07-23,0.09
Richland Creek,2012-07-24,0.1
Richland Creek,2012-07-25,0.07
Richland Creek,2012-07-26,1.7
Richland Creek,2012-07-27,4.9
Richland Creek,2012-07-28,1.7
Richland Creek,2012-07-29,0.82
Richland Creek,2012-07-30,0.64
Richland Creek,2012-07-31,0.6
Richland Creek,2012-08-01,0.52
Richland Creek,2012-08-02,0.36
Richland Creek,2012-08-03,0.33
Richland Creek,2012-08-04,0.25
Richland Creek,2012-08-05,0.49
Richland Creek,2012-08-06,0.37
Richland Creek,2012-08-07,0.19
Richland Creek,2012-08-08,0.28
Richland Creek,2012-08-09,0.26
Richland Creek,2012-08-10,0.18
Richland Creek,2012-08-11,0.12
Richland Creek,2012-08-12,0.03
Richland Creek,2012-08-13,0.07
Richland Creek,2012-08-14,0.09
Richland Creek,2012-08-15,0.03
Richland Creek,2012-08-16,0.15
Richland Creek,2012-08-17,0.77
Richland Creek,2012-08-18,0.45
Richland Creek,2012-08-19,0.28
Richland Creek,2012-08-20,0.23
Richland Creek,2012-08-21,0.15
Richland Creek,2012-08-22,0.13
Richland Creek,2012-08-23,0.03
Richland Creek,2012-08-24,0.01
Richland Creek,2012-08-25,0
Richland Creek,2012-08-26,0.1
Richland Creek,2012-08-27,2.6
Richland Creek,2012-08-28,0.76
Richland Creek,2012-08-29,0.56
Richland Creek,2012-08-30,0.38
Richland Creek,2012-08-31,0.65
Richland Creek,2012-09-01,0.74
Richland Creek,2012-09-02,0.67
Richland Creek,2012-09-03,0.6
Richland Creek,2012-09-04,0.42
Richland Creek,2012-09-05,0.39
Richland Creek,2012-09-06,0.36
Richland Creek,2012-09-07,0.82
Richland Creek,2012-09-08,1.7
Richland Creek,2012-09-09,0.84
Richland Creek,2012-09-10,1.6
Richland Creek,2012-09-11,6.1
Richland Creek,2012-09-12,5
Richland Creek,2012-09-13,4.8
Richland Creek,2012-09-14,4.7
Richland Creek,2012-09-15,6
Richland Creek,2012-09-16,6.7
Richland Creek,2012-09-17,5.8
Richland Creek,2012-09-18,5.2
Richland Creek,2012-09-19,4.4
Richland Creek,2012-09-20,4.2
Richland Creek,2012-09-21,4
Richland Creek,2012-09-22,4
Richland Creek,2012-09-23,3.6
Richland Creek,2012-09-24,3.1
Richland Creek,2012-09-25,3
Richland Creek,2012-09-26,3.2
Richland Creek,2012-09-27,3.4
Richland Creek,2012-09-28,3.2
Richland Creek,2012-09-29,2.9
Richland Creek,2012-09-30,3.3
Richland Creek,2012-10-01,2.9
Richland Creek,2012-10-02,2.6
Richland Creek,2012-10-03,2.6
Richland Creek,2012-10-04,2.1
Richland Creek,2012-10-05,2.5
Richland Creek,2012-10-06,3
Richland Creek,2012-10-07,3
Richland Creek,2012-10-08,2.6
Richland Creek,2012-10-09,2.4
Richland Creek,2012-10-10,2.2
Richland Creek,2012-10-11,2.2
Richland Creek,2012-10-12,4.3
Richland Creek,2012-10-13,6.9
Richland Creek,2012-10-14,9.8
Richland Creek,2012-10-15,39
Richland Creek,2012-10-16,35
Richland Creek,2012-10-17,26
Richland Creek,2012-10-18,22
Richland Creek,2012-10-19,20
Richland Creek,2012-10-20,18
Richland Creek,2012-10-21,16
Richland Creek,2012-10-22,13
Richland Creek,2012-10-23,11
Richland Creek,2012-10-24,10
Richland Creek,2012-10-25,8.9
Richland Creek,2012-10-26,8.6
Richland Creek,2012-10-27,8.5
Richland Creek,2012-10-28,7.8
Richland Creek,2012-10-29,7.6
Richland Creek,2012-10-30,7
Richland Creek,2012-10-31,6.4
Richland Creek,2012-11-01,6.2
Richland Creek,2012-11-02,5.9
Richland Creek,2012-11-03,4.9
Richland Creek,2012-11-04,5.5
Richland Creek,2012-11-05,4.6
Richland Creek,2012-11-06,4.6
Richland Creek,2012-11-07,4.5
Richland Creek,2012-11-08,4.1
Richland Creek,2012-11-09,3.3
Richland Creek,2012-11-10,2.9
Richland Creek,2012-11-11,5.1
Richland Creek,2012-11-12,4.6
Richland Creek,2012-11-13,4.5
Richland Creek,2012-11-14,4.1
Richland Creek,2012-11-15,4.2
Richland Creek,2012-11-16,4.1
Richland Creek,2012-11-17,4
Richland Creek,2012-11-18,3.7
Richland Creek,2012-11-19,3.5
Richland Creek,2012-11-20,3.3
Richland Creek,2012-11-21,3.2
Richland Creek,2012-11-22,3.1
Richland Creek,2012-11-23,2.6
Richland Creek,2012-11-24,2.9
Richland Creek,2012-11-25,5.2
Richland Creek,2012-11-26,4.1
Richland Creek,2012-11-27,3.1
Richland Creek,2012-11-28,2.9
Richland Creek,2012-11-29,2.7
Richland Creek,2012-11-30,2.3
Richland Creek,2012-12-01,2.4
Richland Creek,2012-12-02,2.3
Richland Creek,2012-12-03,2
Richland Creek,2012-12-04,3.6
Richland Creek,2012-12-05,3
Richland Creek,2012-12-06,3
Richland Creek,2012-12-07,2.6
Richland Creek,2012-12-08,2.4
Richland Creek,2012-12-09,2.8
Richland Creek,2012-12-10,3.6
Richland Creek,2012-12-11,3.3
Richland Creek,2012-12-12,3
Richland Creek,2012-12-13,2.7
Richland Creek,2012-12-14,2.8
Richland Creek,2012-12-15,2.2
Richland Creek,2012-12-16,2.4
Richland Creek,2012-12-17,2.6
Richland Creek,2012-12-18,2.5
Richland Creek,2012-12-19,2.7
Richland Creek,2012-12-20,4.3
Richland Creek,2012-12-21,3.7
Richland Creek,2012-12-22,2.9
Richland Creek,2012-12-23,2.7
Richland Creek,2012-12-24,2.8
Richland Creek,2012-12-25,2.9
Richland Creek,2012-12-26,3.1
Richland Creek,2012-12-27,3.3
Richland Creek,2012-12-28,3.1
Richland Creek,2012-12-29,3.2
Richland Creek,2012-12-30,3.2
Richland Creek,2012-12-31,4.3
Richland Creek,2013-01-01,8.7
Richland Creek,2013-01-02,11
Richland Creek,2013-01-03,13
Richland Creek,2013-01-04,13
Richland Creek,2013-01-05,13
Richland Creek,2013-01-06,12
Richland Creek,2013-01-07,11
Richland Creek,2013-01-08,11
Richland Creek,2013-01-09,9.5
Richland Creek,2013-01-10,8.6
Richland Creek,2013-01-11,8.5
Richland Creek,2013-01-12,9.2
Richland Creek,2013-01-13,14
Richland Creek,2013-01-14,52
Richland Creek,2013-01-15,51
Richland Creek,2013-01-16,43
Richland Creek,2013-01-17,33
Richland Creek,2013-01-18,27
Richland Creek,2013-01-19,22
Richland Creek,2013-01-20,20
Richland Creek,2013-01-21,18
Richland Creek,2013-01-22,17
Richland Creek,2013-01-23,16
Richland Creek,2013-01-24,14
Richland Creek,2013-01-25,14
Richland Creek,2013-01-26,12
Richland Creek,2013-01-27,10
Richland Creek,2013-01-28,7.6
Richland Creek,2013-01-29,50
Richland Creek,2013-01-30,712
Richland Creek,2013-01-31,314
Richland Creek,2013-02-01,187
Richland Creek,2013-02-02,119
Richland Creek,2013-02-03,88
Richland Creek,2013-02-04,71
Richland Creek,2013-02-05,60
Richland Creek,2013-02-06,48
Richland Creek,2013-02-07,44
Richland Creek,2013-02-08,49
Richland Creek,2013-02-09,61
Richland Creek,2013-02-10,107
Richland Creek,2013-02-11,228
Richland Creek,2013-02-12,151
Richland Creek,2013-02-13,142
Richland Creek,2013-02-14,160
Richland Creek,2013-02-15,127
Richland Creek,2013-02-16,104
Richland Creek,2013-02-17,84
Richland Creek,2013-02-18,64
Richland Creek,2013-02-19,129
Richland Creek,2013-02-20,111
Richland Creek,2013-02-21,148
Richland Creek,2013-02-22,324
Richland Creek,2013-02-23,238
Richland Creek,2013-02-24,176
Richland Creek,2013-02-25,145
Richland Creek,2013-02-26,274
Richland Creek,2013-02-27,254
Richland Creek,2013-02-28,191
Richland Creek,2013-03-01,149
Richland Creek,2013-03-02,126
Richland Creek,2013-03-03,108
Richland Creek,2013-03-04,92
Richland Creek,2013-03-05,72
Richland Creek,2013-03-06,72
Richland Creek,2013-03-07,61
Richland Creek,2013-03-08,54
Richland Creek,2013-03-09,45
Richland Creek,2013-03-10,443
Richland Creek,2013-03-11,473
Richland Creek,2013-03-12,338
Richland Creek,2013-03-13,264
Richland Creek,2013-03-14,201
Richland Creek,2013-03-15,159
Richland Creek,2013-03-16,133
Richland Creek,2013-03-17,117
Richland Creek,2013-03-18,106
Richland Creek,2013-03-19,95
Richland Creek,2013-03-20,75
Richland Creek,2013-03-21,72
Richland Creek,2013-03-22,287
Richland Creek,2013-03-23,323
Richland Creek,2013-03-24,242
Richland Creek,2013-03-25,184
Richland Creek,2013-03-26,150
Richland Creek,2013-03-27,125
Richland Creek,2013-03-28,108
Richland Creek,2013-03-29,203
Richland Creek,2013-03-30,389
Richland Creek,2013-03-31,450
Richland Creek,2013-04-01,372
Richland Creek,2013-04-02,341
Richland Creek,2013-04-03,441
Richland Creek,2013-04-04,360
Richland Creek,2013-04-05,315
Richland Creek,2013-04-06,265
Richland Creek,2013-04-07,215
Richland Creek,2013-04-08,184
Richland Creek,2013-04-09,160
Richland Creek,2013-04-10,146
Richland Creek,2013-04-11,406
Richland Creek,2013-04-12,311
Richland Creek,2013-04-13,245
Richland Creek,2013-04-14,193
Richland Creek,2013-04-15,157
Richland Creek,2013-04-16,136
Richland Creek,2013-04-17,104
Richland Creek,2013-04-18,422
Richland Creek,2013-04-19,466
Richland Creek,2013-04-20,351
Richland Creek,2013-04-21,291
Richland Creek,2013-04-22,235
Richland Creek,2013-04-23,188
Richland Creek,2013-04-24,210
Richland Creek,2013-04-25,185
Richland Creek,2013-04-26,270
Richland Creek,2013-04-27,602
Richland Creek,2013-04-28,453
Richland Creek,2013-04-29,357
Richland Creek,2013-04-30,300
Richland Creek,2013-05-01,237
Richland Creek,2013-05-02,182
Richland Creek,2013-05-03,254
Richland Creek,2013-05-04,405
Richland Creek,2013-05-05,372
Richland Creek,2013-05-06,315
Richland Creek,2013-05-07,271
Richland Creek,2013-05-08,217
Richland Creek,2013-05-09,197
Richland Creek,2013-05-10,583
Richland Creek,2013-05-11,368
Richland Creek,2013-05-12,282
Richland Creek,2013-05-13,210
Richland Creek,2013-05-14,157
Richland Creek,2013-05-15,125
Richland Creek,2013-05-16,189
Richland Creek,2013-05-17,144
Richland Creek,2013-05-18,107
Richland Creek,2013-05-19,80
Richland Creek,2013-05-20,71
Richland Creek,2013-05-21,1450
Richland Creek,2013-05-22,1690
Richland Creek,2013-05-23,642
Richland Creek,2013-05-24,399
Richland Creek,2013-05-25,288
Richland Creek,2013-05-26,229
Richland Creek,2013-05-27,175
Richland Creek,2013-05-28,126
Richland Creek,2013-05-29,50
Richland Creek,2013-05-30,22
Richland Creek,2013-05-31,847
Richland Creek,2013-06-01,672
Richland Creek,2013-06-02,423
Richland Creek,2013-06-03,298
Richland Creek,2013-06-04,258
Richland Creek,2013-06-05,278
Richland Creek,2013-06-06,288
Richland Creek,2013-06-07,252
Richland Creek,2013-06-08,220
Richland Creek,2013-06-09,190
Richland Creek,2013-06-10,165
Richland Creek,2013-06-11,137
Richland Creek,2013-06-12,106
Richland Creek,2013-06-13,80
Richland Creek,2013-06-14,61
Richland Creek,2013-06-15,44
Richland Creek,2013-06-16,31
Richland Creek,2013-06-17,24
Richland Creek,2013-06-18,23
Richland Creek,2013-06-19,22
Richland Creek,2013-06-20,22
Richland Creek,2013-06-21,21
Richland Creek,2013-06-22,20
Richland Creek,2013-06-23,19
Richland Creek,2013-06-24,18
Richland Creek,2013-06-25,18
Richland Creek,2013-06-26,16
Richland Creek,2013-06-27,15
Richland Creek,2013-06-28,14
Richland Creek,2013-06-29,11
Richland Creek,2013-06-30,9.4
Richland Creek,2013-07-01,8.1
Richland Creek,2013-07-02,6.9
Richland Creek,2013-07-03,6.2
Richland Creek,2013-07-04,5.5
Richland Creek,2013-07-05,5.2
Richland Creek,2013-07-06,5.1
Richland Creek,2013-07-07,4.1
Richland Creek,2013-07-08,3.2
Richland Creek,2013-07-09,2.9
Richland Creek,2013-07-10,2.4
Richland Creek,2013-07-11,2.2
Richland Creek,2013-07-12,2.2
Richland Creek,2013-07-13,2.2
Richland Creek,2013-07-14,2.2
Richland Creek,2013-07-15,1.9
Richland Creek,2013-07-16,2.2
Richland Creek,2013-07-17,2.5
Richland Creek,2013-07-18,2
Richland Creek,2013-07-19,1.8
Richland Creek,2013-07-20,1.7
Richland Creek,2013-07-21,1.8
Richland Creek,2013-07-22,1.8
Richland Creek,2013-07-23,1.6
Richland Creek,2013-07-24,6
Richland Creek,2013-07-25,5.5
Richland Creek,2013-07-26,4.4
Richland Creek,2013-07-27,4.6
Richland Creek,2013-07-28,3.7
Richland Creek,2013-07-29,2.8
Richland Creek,2013-07-30,3.6
Richland Creek,2013-07-31,7.1
Richland Creek,2013-08-01,5.4
Richland Creek,2013-08-02,3.7
Richland Creek,2013-08-03,30
Richland Creek,2013-08-04,29
Richland Creek,2013-08-05,20
Richland Creek,2013-08-06,14
Richland Creek,2013-08-07,12
Richland Creek,2013-08-08,147
Richland Creek,2013-08-09,78
Richland Creek,2013-08-10,479
Richland Creek,2013-08-11,236
Richland Creek,2013-08-12,121
Richland Creek,2013-08-13,284
Richland Creek,2013-08-14,292
Richland Creek,2013-08-15,140
Richland Creek,2013-08-16,88
Richland Creek,2013-08-17,62
Richland Creek,2013-08-18,48
Richland Creek,2013-08-19,40
Richland Creek,2013-08-20,34
Richland Creek,2013-08-21,27
Richland Creek,2013-08-22,23
Richland Creek,2013-08-23,19
Richland Creek,2013-08-24,17
Richland Creek,2013-08-25,15
Richland Creek,2013-08-26,13
Richland Creek,2013-08-27,12
Richland Creek,2013-08-28,10
