Site,Date,Flow
White River,2010-09-14,340
White River,2010-09-15,756
White River,2010-09-16,502
White River,2010-09-17,346
White River,2010-09-18,253
White River,2010-09-19,189
White River,2010-09-20,146
White River,2010-09-21,112
White River,2010-09-22,90
White River,2010-09-23,74
White River,2010-09-24,214
White River,2010-09-25,124
White River,2010-09-26,90
White River,2010-09-27,77
White River,2010-09-28,64
White River,2010-09-29,56
White River,2010-09-30,45
White River,2010-10-01,39
White River,2010-10-02,31
White River,2010-10-03,27
White River,2010-10-04,23
White River,2010-10-05,21
White River,2010-10-06,18
White River,2010-10-07,17
White River,2010-10-08,15
White River,2010-10-09,14
White River,2010-10-10,12
White River,2010-10-11,12
White River,2010-10-12,11
White River,2010-10-13,12
White River,2010-10-14,13
White River,2010-10-15,14
White River,2010-10-16,18
White River,2010-10-17,16
White River,2010-10-18,14
White River,2010-10-19,44
White River,2010-10-20,32
White River,2010-10-21,16
White River,2010-10-22,18
White River,2010-10-23,32
White River,2010-10-24,87
White River,2010-10-25,52
White River,2010-10-26,28
White River,2010-10-27,32
White River,2010-10-28,30
White River,2010-10-29,29
White River,2010-10-30,28
White River,2010-10-31,28
White River,2010-11-01,20
White River,2010-11-02,21
White River,2010-11-03,20
White River,2010-11-04,17
White River,2010-11-05,17
White River,2010-11-06,18
White River,2010-11-07,17
White River,2010-11-08,21
White River,2010-11-09,20
White River,2010-11-10,21
White River,2010-11-11,14
White River,2010-11-12,24
White River,2010-11-13,20
White River,2010-11-14,22
White River,2010-11-15,18
White River,2010-11-16,18
White River,2010-11-17,22
White River,2010-11-18,12
White River,2010-11-19,20
White River,2010-11-20,19
White River,2010-11-21,26
White River,2010-11-22,22
White River,2010-11-23,49
White River,2010-11-24,46
White River,2010-11-25,201
White River,2010-11-26,558
White River,2010-11-27,428
White River,2010-11-28,304
White River,2010-11-29,238
White River,2010-11-30,249
White River,2010-12-01,262
White River,2010-12-02,226
White River,2010-12-03,196
White River,2010-12-04,167
White River,2010-12-05,148
White River,2010-12-06,130
White River,2010-12-07,114
White River,2010-12-08,103
White River,2010-12-09,94
White River,2010-12-10,85
White River,2010-12-11,74
White River,2010-12-12,70
White River,2010-12-13,66
White River,2010-12-14,61
White River,2010-12-15,57
White River,2010-12-16,52
White River,2010-12-17,51
White River,2010-12-18,48
White River,2010-12-19,46
White River,2010-12-20,43
White River,2010-12-21,38
White River,2010-12-22,38
White River,2010-12-23,37
White River,2010-12-24,36
White River,2010-12-25,35
White River,2010-12-26,35
White River,2010-12-27,34
White River,2010-12-28,33
White River,2010-12-29,64
White River,2010-12-30,57
White River,2010-12-31,467
White River,2011-01-01,589
White River,2011-01-02,403
White River,2011-01-03,310
White River,2011-01-04,257
White River,2011-01-05,222
White River,2011-01-06,194
White River,2011-01-07,169
White River,2011-01-08,154
White River,2011-01-09,137
White River,2011-01-10,123
White River,2011-01-11,111
White River,2011-01-12,97
White River,2011-01-13,86
White River,2011-01-14,83
White River,2011-01-15,79
White River,2011-01-16,74
White River,2011-01-17,72
White River,2011-01-18,67
White River,2011-01-19,67
White River,2011-01-20,70
White River,2011-01-21,70
White River,2011-01-22,62
White River,2011-01-23,59
White River,2011-01-24,61
White River,2011-01-25,56
White River,2011-01-26,56
White River,2011-01-27,57
White River,2011-01-28,55
White River,2011-01-29,56
White River,2011-01-30,53
White River,2011-01-31,53
White River,2011-02-01,119
White River,2011-02-02,220
White River,2011-02-03,218
White River,2011-02-04,230
White River,2011-02-05,230
White River,2011-02-06,255
White River,2011-02-07,385
White River,2011-02-08,393
White River,2011-02-09,391
White River,2011-02-10,338
White River,2011-02-11,301
White River,2011-02-12,322
White River,2011-02-13,552
White River,2011-02-14,1240
White River,2011-02-15,1370
White River,2011-02-16,1280
White River,2011-02-17,960
White River,2011-02-18,723
White River,2011-02-19,586
White River,2011-02-20,497
White River,2011-02-21,441
White River,2011-02-22,389
White River,2011-02-23,330
White River,2011-02-24,634
White River,2011-02-25,1900
White River,2011-02-26,1120
White River,2011-02-27,882
White River,2011-02-28,1570
White River,2011-03-01,1080
White River,2011-03-02,856
White River,2011-03-03,718
White River,2011-03-04,685
White River,2011-03-05,1100
White River,2011-03-06,715
White River,2011-03-07,579
White River,2011-03-08,506
White River,2011-03-09,477
White River,2011-03-10,421
White River,2011-03-11,367
White River,2011-03-12,329
White River,2011-03-13,306
White River,2011-03-14,957
White River,2011-03-15,972
White River,2011-03-16,740
White River,2011-03-17,637
White River,2011-03-18,564
White River,2011-03-19,498
White River,2011-03-20,436
White River,2011-03-21,391
White River,2011-03-22,353
White River,2011-03-23,310
White River,2011-03-24,276
White River,2011-03-25,243
White River,2011-03-26,298
White River,2011-03-27,481
White River,2011-03-28,426
White River,2011-03-29,400
White River,2011-03-30,430
White River,2011-03-31,432
White River,2011-04-01,508
White River,2011-04-02,500
White River,2011-04-03,456
White River,2011-04-04,499
White River,2011-04-05,686
White River,2011-04-06,580
White River,2011-04-07,512
White River,2011-04-08,459
White River,2011-04-09,406
White River,2011-04-10,346
White River,2011-04-11,3100
White River,2011-04-12,1980
White River,2011-04-13,1350
White River,2011-04-14,1090
White River,2011-04-15,3650
White River,2011-04-16,2090
White River,2011-04-17,1470
White River,2011-04-18,1190
White River,2011-04-19,1010
White River,2011-04-20,839
White River,2011-04-21,780
White River,2011-04-22,1130
White River,2011-04-23,3590
White River,2011-04-24,20400
White River,2011-04-25,36600
White River,2011-04-26,20900
White River,2011-04-27,6220
White River,2011-04-28,3980
White River,2011-04-29,2400
White River,2011-04-30,1770
White River,2011-05-01,2220
White River,2011-05-02,9520
White River,2011-05-03,5660
White River,2011-05-04,2830
White River,2011-05-05,1960
White River,2011-05-06,1630
White River,2011-05-07,1340
White River,2011-05-08,1130
White River,2011-05-09,965
White River,2011-05-10,824
White River,2011-05-11,723
White River,2011-05-12,708
White River,2011-05-13,2550
White River,2011-05-14,1240
White River,2011-05-15,962
White River,2011-05-16,811
White River,2011-05-17,709
White River,2011-05-18,641
White River,2011-05-19,579
White River,2011-05-20,2780
White River,2011-05-21,7890
White River,2011-05-22,2530
White River,2011-05-23,8700
White River,2011-05-24,18500
White River,2011-05-25,5180
White River,2011-05-26,2590
White River,2011-05-27,1710
White River,2011-05-28,1290
White River,2011-05-29,1020
White River,2011-05-30,794
White River,2011-05-31,656
White River,2011-06-01,567
White River,2011-06-02,493
White River,2011-06-03,426
White River,2011-06-04,361
White River,2011-06-05,310
White River,2011-06-06,265
White River,2011-06-07,230
White River,2011-06-08,197
White River,2011-06-09,166
White River,2011-06-10,142
White River,2011-06-11,122
White River,2011-06-12,116
White River,2011-06-13,99
White River,2011-06-14,82
White River,2011-06-15,92
White River,2011-06-16,78
White River,2011-06-17,77
White River,2011-06-18,93
White River,2011-06-19,87
White River,2011-06-20,70
White River,2011-06-21,44
White River,2011-06-22,42
White River,2011-06-23,37
White River,2011-06-24,37
White River,2011-06-25,32
White River,2011-06-26,25
White River,2011-06-27,18
White River,2011-06-28,15
White River,2011-06-29,19
White River,2011-06-30,18
White River,2011-07-01,15
White River,2011-07-02,13
White River,2011-07-03,11
White River,2011-07-04,9.6
White River,2011-07-05,8.9
White River,2011-07-06,6.7
White River,2011-07-07,5.7
White River,2011-07-08,5.1
White River,2011-07-09,5.2
White River,2011-07-10,4.8
White River,2011-07-11,3.5
White River,2011-07-12,2.7
White River,2011-07-13,3.2
White River,2011-07-14,8.8
White River,2011-07-15,4.7
White River,2011-07-16,2.7
White River,2011-07-17,2.6
White River,2011-07-18,2.2
White River,2011-07-19,1.6
White River,2011-07-20,1.5
White River,2011-07-21,1.3
White River,2011-07-22,1.1
White River,2011-07-23,0.95
White River,2011-07-24,1.1
White River,2011-07-25,1.2
White River,2011-07-26,1.2
White River,2011-07-27,0.97
White River,2011-07-28,0.9
White River,2011-07-29,1.3
White River,2011-07-30,0.99
White River,2011-07-31,1.2
White River,2011-08-01,0.85
White River,2011-08-02,0.47
White River,2011-08-03,0.36
White River,2011-08-04,0.3
White River,2011-08-05,0.32
White River,2011-08-06,0.17
White River,2011-08-07,0.12
White River,2011-08-08,0.22
White River,2011-08-09,1.4
White River,2011-08-10,3.7
White River,2011-08-11,43
White River,2011-08-12,153
White River,2011-08-13,163
White River,2011-08-14,98
White River,2011-08-15,39
White River,2011-08-16,27
White River,2011-08-17,17
White River,2011-08-18,13
White River,2011-08-19,10
White River,2011-08-20,7.9
White River,2011-08-21,6.5
White River,2011-08-22,5.9
White River,2011-08-23,5.3
White River,2011-08-24,6.4
White River,2011-08-25,4.6
White River,2011-08-26,4.1
White River,2011-08-27,3.5
White River,2011-08-28,3.1
White River,2011-08-29,3.1
White River,2011-08-30,3.4
White River,2011-08-31,2.2
White River,2011-09-01,1.9
White River,2011-09-02,1.8
White River,2011-09-03,1.9
White River,2011-09-04,1.5
White River,2011-09-05,1.2
White River,2011-09-06,1.2
White River,2011-09-07,1.1
White River,2011-09-08,0.87
White River,2011-09-09,0.79
White River,2011-09-10,0.84
White River,2011-09-11,0.77
White River,2011-09-12,0.64
White River,2011-09-13,0.76
White River,2011-09-14,0.62
White River,2011-09-15,0.63
White River,2011-09-16,0.82
White River,2011-09-17,2.1
White River,2011-09-18,18
White River,2011-09-19,64
White River,2011-09-20,8.1
White River,2011-09-21,4.1
White River,2011-09-22,120
White River,2011-09-23,45
White River,2011-09-24,19
White River,2011-09-25,11
White River,2011-09-26,7.1
White River,2011-09-27,5.8
White River,2011-09-28,4.5
White River,2011-09-29,3.9
White River,2011-09-30,3.3
White River,2011-10-01,2.9
White River,2011-10-02,2.8
White River,2011-10-03,2.7
White River,2011-10-04,2.8
White River,2011-10-05,3.1
White River,2011-10-06,2.9
White River,2011-10-07,3
White River,2011-10-08,1.9
White River,2011-10-09,1.6
White River,2011-10-10,1.7
White River,2011-10-11,3.5
White River,2011-10-12,70
White River,2011-10-13,19
White River,2011-10-14,7.6
White River,2011-10-15,3.9
White River,2011-10-16,3.5
White River,2011-10-17,4.2
White River,2011-10-18,3.5
White River,2011-10-19,4.9
White River,2011-10-20,3.6
White River,2011-10-21,2.7
White River,2011-10-22,2.3
White River,2011-10-23,15
White River,2011-10-24,14
White River,2011-10-25,12
White River,2011-10-26,3.9
White River,2011-10-27,28
White River,2011-10-28,35
White River,2011-10-29,23
White River,2011-10-30,15
White River,2011-10-31,9.2
White River,2011-11-01,10
White River,2011-11-02,7.4
White River,2011-11-03,17
White River,2011-11-04,10
White River,2011-11-05,12
White River,2011-11-06,9.4
White River,2011-11-07,29
White River,2011-11-08,5160
White River,2011-11-09,3000
White River,2011-11-10,778
White River,2011-11-11,466
White River,2011-11-12,334
White River,2011-11-13,256
White River,2011-11-14,202
White River,2011-11-15,184
White River,2011-11-16,261
White River,2011-11-17,215
White River,2011-11-18,177
White River,2011-11-19,149
White River,2011-11-20,138
White River,2011-11-21,288
White River,2011-11-22,4810
White River,2011-11-23,1510
White River,2011-11-24,882
White River,2011-11-25,626
White River,2011-11-26,551
White River,2011-11-27,890
White River,2011-11-28,705
White River,2011-11-29,560
White River,2011-11-30,453
White River,2011-12-01,377
White River,2011-12-02,319
White River,2011-12-03,297
White River,2011-12-04,2500
White River,2011-12-05,2080
White River,2011-12-06,1230
White River,2011-12-07,890
White River,2011-12-08,693
White River,2011-12-09,572
White River,2011-12-10,476
White River,2011-12-11,408
White River,2011-12-12,361
White River,2011-12-13,372
White River,2011-12-14,600
White River,2011-12-15,3840
White River,2011-12-16,1610
White River,2011-12-17,1100
White River,2011-12-18,853
White River,2011-12-19,712
White River,2011-12-20,1350
White River,2011-12-21,1030
White River,2011-12-22,797
White River,2011-12-23,653
White River,2011-12-24,549
White River,2011-12-25,478
White River,2011-12-26,425
White River,2011-12-27,437
White River,2011-12-28,404
White River,2011-12-29,362
White River,2011-12-30,330
White River,2011-12-31,298
White River,2012-01-01,265
White River,2012-01-02,235
White River,2012-01-03,211
White River,2012-01-04,190
White River,2012-01-05,177
White River,2012-01-06,166
White River,2012-01-07,156
White River,2012-01-08,144
White River,2012-01-09,131
White River,2012-01-10,139
White River,2012-01-11,820
White River,2012-01-12,641
White River,2012-01-13,472
White River,2012-01-14,398
White River,2012-01-15,352
White River,2012-01-16,321
White River,2012-01-17,292
White River,2012-01-18,261
White River,2012-01-19,234
White River,2012-01-20,217
White River,2012-01-21,200
White River,2012-01-22,185
White River,2012-01-23,167
White River,2012-01-24,160
White River,2012-01-25,4390
White River,2012-01-26,4150
White River,2012-01-27,2080
White River,2012-01-28,1410
White River,2012-01-29,1080
White River,2012-01-30,899
White River,2012-01-31,766
White River,2012-02-01,671
White River,2012-02-02,582
White River,2012-02-03,555
White River,2012-02-04,3050
White River,2012-02-05,1530
White River,2012-02-06,1140
White River,2012-02-07,930
White River,2012-02-08,782
White River,2012-02-09,670
White River,2012-02-10,613
White River,2012-02-11,541
White River,2012-02-12,460
White River,2012-02-13,430
White River,2012-02-14,425
White River,2012-02-15,615
White River,2012-02-16,769
White River,2012-02-17,620
White River,2012-02-18,552
White River,2012-02-19,502
White River,2012-02-20,456
White River,2012-02-21,484
White River,2012-02-22,443
White River,2012-02-23,405
White River,2012-02-24,364
White River,2012-02-25,315
White River,2012-02-26,285
White River,2012-02-27,262
White River,2012-02-28,252
White River,2012-02-29,281
White River,2012-03-01,266
White River,2012-03-02,233
White River,2012-03-03,210
White River,2012-03-04,188
White River,2012-03-05,181
White River,2012-03-06,164
White River,2012-03-07,146
White River,2012-03-08,188
White River,2012-03-09,361
White River,2012-03-10,361
White River,2012-03-11,472
White River,2012-03-12,2380
White River,2012-03-13,1330
White River,2012-03-14,1000
White River,2012-03-15,805
White River,2012-03-16,680
White River,2012-03-17,588
White River,2012-03-18,522
White River,2012-03-19,496
White River,2012-03-20,8820
White River,2012-03-21,10100
White River,2012-03-22,6450
White River,2012-03-23,3490
White River,2012-03-24,2220
White River,2012-03-25,1640
White River,2012-03-26,1310
White River,2012-03-27,1100
White River,2012-03-28,924
White River,2012-03-29,792
White River,2012-03-30,687
White River,2012-03-31,604
White River,2012-04-01,532
White River,2012-04-02,474
White River,2012-04-03,420
White River,2012-04-04,393
White River,2012-04-05,352
White River,2012-04-06,308
White River,2012-04-07,270
White River,2012-04-08,264
White River,2012-04-09,226
White River,2012-04-10,198
White River,2012-04-11,191
White River,2012-04-12,189
White River,2012-04-13,165
White River,2012-04-14,150
White River,2012-04-15,187
White River,2012-04-16,209
White River,2012-04-17,207
White River,2012-04-18,172
White River,2012-04-19,147
White River,2012-04-20,129
White River,2012-04-21,126
White River,2012-04-22,108
White River,2012-04-23,96
White River,2012-04-24,86
White River,2012-04-25,73
White River,2012-04-26,64
White River,2012-04-27,65
White River,2012-04-28,44
White River,2012-04-29,44
White River,2012-04-30,86
White River,2012-05-01,93
White River,2012-05-02,67
White River,2012-05-03,55
White River,2012-05-04,46
White River,2012-05-05,40
White River,2012-05-06,35
White River,2012-05-07,32
White River,2012-05-08,32
White River,2012-05-09,24
White River,2012-05-10,21
White River,2012-05-11,19
White River,2012-05-12,17
White River,2012-05-13,16
White River,2012-05-14,15
White River,2012-05-15,12
White River,2012-05-16,10
White River,2012-05-17,9.5
White River,2012-05-18,9.8
White River,2012-05-19,9.8
White River,2012-05-20,3.7
White River,2012-05-21,3.6
White River,2012-05-22,3.6
White River,2012-05-23,6.2
White River,2012-05-24,5.7
White River,2012-05-25,2.7
White River,2012-05-26,2.2
White River,2012-05-27,3.5
White River,2012-05-28,1.9
White River,2012-05-29,1.5
White River,2012-05-30,4.2
White River,2012-05-31,7.9
White River,2012-06-01,4.9
White River,2012-06-02,2.1
White River,2012-06-03,32
White River,2012-06-04,49
White River,2012-06-05,72
White River,2012-06-06,23
White River,2012-06-07,11
White River,2012-06-08,6.7
White River,2012-06-09,6
White River,2012-06-10,6
White River,2012-06-11,3.7
White River,2012-06-12,3.1
White River,2012-06-13,2.6
White River,2012-06-14,2.4
White River,2012-06-15,2.3
White River,2012-06-16,2
White River,2012-06-17,1.9
White River,2012-06-18,2.8
White River,2012-06-19,2.3
White River,2012-06-20,1.4
White River,2012-06-21,1.2
White River,2012-06-22,1.4
White River,2012-06-23,2
White River,2012-06-24,1.3
White River,2012-06-25,0.88
White River,2012-06-26,0.7
White River,2012-06-27,0.54
White River,2012-06-28,0.36
White River,2012-06-29,0.16
White River,2012-06-30,0.05
White River,2012-07-01,0.07
White River,2012-07-02,0.1
White River,2012-07-03,0.33
White River,2012-07-04,0.56
White River,2012-07-05,0.72
White River,2012-07-06,0.75
White River,2012-07-07,20
White River,2012-07-08,29
White River,2012-07-09,5.1
White River,2012-07-10,2.5
White River,2012-07-11,1.8
White River,2012-07-12,1.4
White River,2012-07-13,1.2
White River,2012-07-14,1
White River,2012-07-15,1.1
White River,2012-07-16,0.85
White River,2012-07-17,0.43
White River,2012-07-18,0.21
White River,2012-07-19,0.07
White River,2012-07-20,0.11
White River,2012-07-21,0
White River,2012-07-22,0
White River,2012-07-23,0.17
White River,2012-07-24,0.24
White River,2012-07-25,0.24
White River,2012-07-26,0.73
White River,2012-07-27,8.2
White River,2012-07-28,2.6
White River,2012-07-29,1.4
White River,2012-07-30,0.91
White River,2012-07-31,0.77
White River,2012-08-01,0.86
White River,2012-08-02,0.74
White River,2012-08-03,0.64
White River,2012-08-04,0.64
White River,2012-08-05,1
White River,2012-08-06,0.7
White River,2012-08-07,0.49
White River,2012-08-08,0.47
White River,2012-08-09,0.57
White River,2012-08-10,0.96
White River,2012-08-11,1.8
White River,2012-08-12,1.4
White River,2012-08-13,1.3
White River,2012-08-14,1.1
White River,2012-08-15,1.2
White River,2012-08-16,1.9
White River,2012-08-17,32
White River,2012-08-18,3.8
White River,2012-08-19,2
White River,2012-08-20,1.2
White River,2012-08-21,1
White River,2012-08-22,1
White River,2012-08-23,0.92
White River,2012-08-24,0.86
White River,2012-08-25,0.94
White River,2012-08-26,1.3
White River,2012-08-27,135
White River,2012-08-28,6.3
White River,2012-08-29,2.1
White River,2012-08-30,1.1
White River,2012-08-31,2.3
White River,2012-09-01,9.3
White River,2012-09-02,2.1
White River,2012-09-03,0.97
White River,2012-09-04,0.41
White River,2012-09-05,0.14
White River,2012-09-06,0
White River,2012-09-07,0.54
White River,2012-09-08,36
White River,2012-09-09,2.8
White River,2012-09-10,1.2
White River,2012-09-11,0.63
White River,2012-09-12,0.11
White River,2012-09-13,0
White River,2012-09-14,0.05
White River,2012-09-15,9.5
White River,2012-09-16,5
White River,2012-09-17,2.6
White River,2012-09-18,1.5
White River,2012-09-19,0.98
White River,2012-09-20,0.45
White River,2012-09-21,0.25
White River,2012-09-22,0
White River,2012-09-23,0
White River,2012-09-24,0.08
White River,2012-09-25,0.41
White River,2012-09-26,0.47
White River,2012-09-27,0.77
White River,2012-09-28,0.88
White River,2012-09-29,1
White River,2012-09-30,1.4
White River,2012-10-01,1.4
White River,2012-10-02,1.2
White River,2012-10-03,1.1
White River,2012-10-04,1.4
White River,2012-10-05,1.5
White River,2012-10-06,3.2
White River,2012-10-07,2.3
White River,2012-10-08,1.7
White River,2012-10-09,1.6
White River,2012-10-10,1.7
White River,2012-10-11,1.9
White River,2012-10-12,49
White River,2012-10-13,15
White River,2012-10-14,86
White River,2012-10-15,15
White River,2012-10-16,25
White River,2012-10-17,65
White River,2012-10-18,48
White River,2012-10-19,37
White River,2012-10-20,32
White River,2012-10-21,32
White River,2012-10-22,25
White River,2012-10-23,21
White River,2012-10-24,21
White River,2012-10-25,15
White River,2012-10-26,11
White River,2012-10-27,12
White River,2012-10-28,11
White River,2012-10-29,10
White River,2012-10-30,9.7
White River,2012-10-31,9.4
White River,2012-11-01,9.8
White River,2012-11-02,9.5
White River,2012-11-03,8.3
White River,2012-11-04,8.3
White River,2012-11-05,7.3
White River,2012-11-06,6.9
White River,2012-11-07,6.7
White River,2012-11-08,9.8
White River,2012-11-09,10
White River,2012-11-10,12
White River,2012-11-11,12
White River,2012-11-12,21
White River,2012-11-13,9.7
White River,2012-11-14,7.6
White River,2012-11-15,7.2
White River,2012-11-16,6.4
White River,2012-11-17,6.6
White River,2012-11-18,6.8
White River,2012-11-19,6.3
White River,2012-11-20,4.4
White River,2012-11-21,7.5
White River,2012-11-22,9.8
White River,2012-11-23,3.5
White River,2012-11-24,5.2
White River,2012-11-25,7
White River,2012-11-26,5
White River,2012-11-27,5.8
White River,2012-11-28,7.1
White River,2012-11-29,7.9
White River,2012-11-30,5.9
White River,2012-12-01,13
White River,2012-12-02,4.7
White River,2012-12-03,12
White River,2012-12-04,58
White River,2012-12-05,17
White River,2012-12-06,9.5
White River,2012-12-07,6.5
White River,2012-12-08,6.2
White River,2012-12-09,9.7
White River,2012-12-10,13
White River,2012-12-11,10
White River,2012-12-12,7.4
White River,2012-12-13,5.6
White River,2012-12-14,7.7
White River,2012-12-15,11
White River,2012-12-16,3.8
White River,2012-12-17,5.2
White River,2012-12-18,6.5
White River,2012-12-19,11
White River,2012-12-20,31
White River,2012-12-21,20
White River,2012-12-22,15
White River,2012-12-23,12
White River,2012-12-24,12
White River,2012-12-25,13
White River,2012-12-26,13
White River,2012-12-27,20
White River,2012-12-28,13
White River,2012-12-29,15
White River,2012-12-30,16
White River,2012-12-31,69
White River,2013-01-01,71
White River,2013-01-02,47
White River,2013-01-03,61
White River,2013-01-04,68
White River,2013-01-05,65
White River,2013-01-06,59
White River,2013-01-07,53
White River,2013-01-08,48
White River,2013-01-09,46
White River,2013-01-10,45
White River,2013-01-11,47
White River,2013-01-12,122
White River,2013-01-13,364
White River,2013-01-14,417
White River,2013-01-15,297
White River,2013-01-16,230
White River,2013-01-17,185
White River,2013-01-18,152
White River,2013-01-19,127
White River,2013-01-20,106
White River,2013-01-21,89
White River,2013-01-22,77
White River,2013-01-23,67
White River,2013-01-24,62
White River,2013-01-25,50
White River,2013-01-26,49
White River,2013-01-27,45
White River,2013-01-28,43
White River,2013-01-29,370
White River,2013-01-30,4880
White River,2013-01-31,1470
White River,2013-02-01,884
White River,2013-02-02,629
White River,2013-02-03,486
White River,2013-02-04,399
White River,2013-02-05,332
White River,2013-02-06,275
White River,2013-02-07,243
White River,2013-02-08,265
White River,2013-02-09,240
White River,2013-02-10,501
White River,2013-02-11,952
White River,2013-02-12,712
White River,2013-02-13,688
White River,2013-02-14,630
White River,2013-02-15,542
White River,2013-02-16,459
White River,2013-02-17,400
White River,2013-02-18,380
White River,2013-02-19,406
White River,2013-02-20,350
White River,2013-02-21,486
White River,2013-02-22,712
White River,2013-02-23,543
White River,2013-02-24,461
White River,2013-02-25,444
White River,2013-02-26,934
White River,2013-02-27,883
White River,2013-02-28,708
White River,2013-03-01,593
White River,2013-03-02,509
White River,2013-03-03,441
White River,2013-03-04,391
White River,2013-03-05,343
White River,2013-03-06,296
White River,2013-03-07,258
White River,2013-03-08,230
White River,2013-03-09,213
White River,2013-03-10,2800
White River,2013-03-11,2310
White River,2013-03-12,1320
White River,2013-03-13,973
White River,2013-03-14,768
White River,2013-03-15,651
White River,2013-03-16,563
White River,2013-03-17,503
White River,2013-03-18,474
White River,2013-03-19,414
White River,2013-03-20,352
White River,2013-03-21,325
White River,2013-03-22,785
White River,2013-03-23,984
White River,2013-03-24,810
White River,2013-03-25,679
White River,2013-03-26,572
White River,2013-03-27,500
White River,2013-03-28,449
White River,2013-03-29,1260
White River,2013-03-30,1680
White River,2013-03-31,2680
White River,2013-04-01,1600
White River,2013-04-02,1400
White River,2013-04-03,2220
White River,2013-04-04,1510
White River,2013-04-05,1210
White River,2013-04-06,990
White River,2013-04-07,830
White River,2013-04-08,725
White River,2013-04-09,636
White River,2013-04-10,725
White River,2013-04-11,1250
White River,2013-04-12,884
White River,2013-04-13,720
White River,2013-04-14,634
White River,2013-04-15,561
White River,2013-04-16,498
White River,2013-04-17,451
White River,2013-04-18,1730
White River,2013-04-19,1460
White River,2013-04-20,991
White River,2013-04-21,804
White River,2013-04-22,678
White River,2013-04-23,594
White River,2013-04-24,610
White River,2013-04-25,570
White River,2013-04-26,691
White River,2013-04-27,2470
White River,2013-04-28,1960
White River,2013-04-29,1360
White River,2013-04-30,1060
White River,2013-05-01,840
White River,2013-05-02,694
White River,2013-05-03,866
White River,2013-05-04,1060
White River,2013-05-05,1090
White River,2013-05-06,874
White River,2013-05-07,745
White River,2013-05-08,635
White River,2013-05-09,750
White River,2013-05-10,2620
White River,2013-05-11,1180
White River,2013-05-12,801
White River,2013-05-13,623
White River,2013-05-14,505
White River,2013-05-15,451
White River,2013-05-16,500
White River,2013-05-17,414
White River,2013-05-18,346
White River,2013-05-19,291
White River,2013-05-20,266
White River,2013-05-21,4740
White River,2013-05-22,5790
White River,2013-05-23,2190
White River,2013-05-24,1490
White River,2013-05-25,1120
White River,2013-05-26,882
White River,2013-05-27,720
White River,2013-05-28,592
White River,2013-05-29,492
White River,2013-05-30,546
White River,2013-05-31,2050
White River,2013-06-01,2150
White River,2013-06-02,2040
White River,2013-06-03,1370
White River,2013-06-04,1040
White River,2013-06-05,891
White River,2013-06-06,762
White River,2013-06-07,614
White River,2013-06-08,503
White River,2013-06-09,412
White River,2013-06-10,339
White River,2013-06-11,278
White River,2013-06-12,222
White River,2013-06-13,178
White River,2013-06-14,148
White River,2013-06-15,118
White River,2013-06-16,114
White River,2013-06-17,96
White River,2013-06-18,127
White River,2013-06-19,103
White River,2013-06-20,81
White River,2013-06-21,66
White River,2013-06-22,54
White River,2013-06-23,45
White River,2013-06-24,36
White River,2013-06-25,34
White River,2013-06-26,23
White River,2013-06-27,23
White River,2013-06-28,19
White River,2013-06-29,14
White River,2013-06-30,11
White River,2013-07-01,11
White River,2013-07-02,9.4
White River,2013-07-03,9.1
White River,2013-07-04,7.1
White River,2013-07-05,6.8
White River,2013-07-06,5.7
White River,2013-07-07,5.9
White River,2013-07-08,5.2
White River,2013-07-09,4.5
White River,2013-07-10,3.3
White River,2013-07-11,3.3
White River,2013-07-12,2.7
White River,2013-07-13,2.6
White River,2013-07-14,2.7
White River,2013-07-15,3.1
White River,2013-07-16,2.9
White River,2013-07-17,18
White River,2013-07-18,5.4
White River,2013-07-19,4.7
White River,2013-07-20,3.4
White River,2013-07-21,2.6
White River,2013-07-22,2.7
White River,2013-07-23,2.6
White River,2013-07-24,48
White River,2013-07-25,19
White River,2013-07-26,15
White River,2013-07-27,20
White River,2013-07-28,11
White River,2013-07-29,12
White River,2013-07-30,11
White River,2013-07-31,19
White River,2013-08-01,13
White River,2013-08-02,11
White River,2013-08-03,103
White River,2013-08-04,55
White River,2013-08-05,24
White River,2013-08-06,17
White River,2013-08-07,14
White River,2013-08-08,384
White River,2013-08-09,135
White River,2013-08-10,4270
White River,2013-08-11,2020
White River,2013-08-12,1010
White River,2013-08-13,1690
White River,2013-08-14,1140
White River,2013-08-15,707
White River,2013-08-16,486
White River,2013-08-17,353
White River,2013-08-18,260
White River,2013-08-19,192
White River,2013-08-20,141
White River,2013-08-21,101
White River,2013-08-22,73
White River,2013-08-23,52
White River,2013-08-24,38
White River,2013-08-25,26
White River,2013-08-26,18
White River,2013-08-27,13
White River,2013-08-28,8.7
White River,2013-08-29,6.7
White River,2013-08-30,5.1
White River,2013-08-31,3.5
White River,2013-09-01,3.1
White River,2013-09-02,2.7
White River,2013-09-03,2.9
White River,2013-09-04,2.2
White River,2013-09-05,1.5
White River,2013-09-06,0.98
White River,2013-09-07,0.69
White River,2013-09-08,0.23
White River,2013-09-09,0.27
White River,2013-09-10,0.05
White River,2013-09-11,0.01
White River,2013-09-12,0
White River,2013-09-13,0
White River,2013-09-14,0
White River,2013-09-15,0
White River,2013-09-16,0.02
White River,2013-09-17,0.03
White River,2013-09-18,0.04
White River,2013-09-19,0.19
White River,2013-09-20,156
White River,2013-09-21,13
White River,2013-09-22,3.3
White River,2013-09-23,2.2
